Plant_ID,Temperature,AirHumidity,SoilMoisture,Health_Status
Plant_1,26.4901424590337,73.99355436586002,34.87232587538428,0
Plant_2,24.585207096486446,69.24633682912769,42.83221993926723,1
Plant_3,26.94306561430208,60.59630369920174,33.11370118500058,1
Plant_4,29.569089569224076,53.53063222294426,40.38057705541439,1
Plant_5,24.29753987582999,66.9822331361359,16.595779995693213,1
Plant_6,24.29758912915246,63.934853854217494,48.19940561059408,1
Plant_7,29.737638446522176,68.95193220027733,45.01808213043336,1
Plant_8,27.302304187458727,66.35171801681969,32.74367053397714,0
Plant_9,23.591576842195146,70.49552715319335,54.88868502648607,1
Plant_10,26.627680130757895,54.64764788439432,59.06355206439838,1
Plant_11,23.609746921562614,73.17394065634326,20.886602034465387,1
Plant_12,23.60281073928923,61.975996046923996,33.55912832150679,1
Plant_13,25.725886814698104,80.75260872625265,33.46286475319053,1
Plant_14,19.260159266026605,53.10812181910432,30.90145348336703,1
Plant_15,19.8252465024609,77.3596380316525,57.44212262897623,1
Plant_16,23.313137412277083,61.979107834626475,42.09260791840795,1
Plant_17,21.961506638996728,53.48581996385552,41.03227738034084,1
Plant_18,25.94274199778582,55.16114165945678,14.942064533898698,1
Plant_19,22.27592777343637,56.7965269180568,54.5312704531384,1
Plant_20,20.763088895994127,64.24165946401916,26.41112407719791,1
Plant_21,29.39694630676466,65.228354880355,45.89898945399492,1
Plant_22,24.322671098540393,54.26299996061421,49.160654069372875,1
Plant_23,25.20258461406377,59.756454077390174,65.40987893757976,1
Plant_24,20.72575544135963,81.42270358611864,25.36769401321332,1
Plant_25,23.36685182642445,77.27543170100711,-0.29268233731237814,1
Plant_26,25.3327677691296,64.36323669674032,47.75774317130542,1
Plant_27,21.54701926773309,60.380034781682,72.0076677226628,1
Plant_28,26.127094055037016,61.200313267182615,63.58419529409156,0
Plant_29,23.198083930243584,66.13517972730416,48.14489122911939,0
Plant_30,24.124918750620168,49.77207434801595,37.62545721551929,1
Plant_31,23.194880163311808,57.42623462576655,57.10683894955966,0
Plant_32,30.556834553526812,43.314159261224106,30.396807004432972,1
Plant_33,24.9595083257862,63.992231226052795,52.14536654034329,1
Plant_34,21.8268672131323,66.4719593970274,52.5820523874994,1
Plant_35,27.467634736309567,55.16813537700626,60.90314861248319,0
Plant_36,21.337469050086934,75.73986763290033,86.39490058366616,1
Plant_37,25.626590785014265,47.74234336997659,50.88623950768151,1
Plant_38,19.120989628360675,45.3562511979018,37.36554561438752,0
Plant_39,21.015441853304708,62.24451818559972,44.616385317120084,1
Plant_40,25.590583707607372,70.47098302612154,18.463861426663225,1
Plant_41,27.215399739986232,76.83927691457869,34.579303033664125,1
Plant_42,25.51410484356991,55.4111573713106,38.86076342830344,1
Plant_43,24.65305515283528,70.78680833431295,37.138674030981115,1
Plant_44,24.096688913232132,59.61491530499293,47.28532308050583,1
Plant_45,20.56443402889772,58.273727000591805,32.66370101426699,1
Plant_46,22.840467374815873,68.83659937486672,61.81546000986707,1
Plant_47,23.618083687120638,66.52322878413419,45.00310597377295,1
Plant_48,28.171366678656746,44.236078430157505,44.860495182920786,1
Plant_49,26.030854868705383,74.76540349725896,40.081579252306234,0
Plant_50,19.7108795339118,73.80091354147451,47.32786025788469,1
Plant_51,25.972251908184386,53.74437298490471,57.37647397001452,1
Plant_52,23.84475315875105,63.95803533437409,31.993046764336498,1
Plant_53,22.969233999082125,64.94030186282738,35.12825266387115,1
Plant_54,26.835028866522602,62.60673765823907,40.44410956835003,1
Plant_55,28.092998567487854,54.4969484615458,24.811936147901775,1
Plant_56,27.793840357348596,53.283766320619485,32.71113210417754,1
Plant_57,22.482347430332084,59.744459290085544,37.85668689683011,1
Plant_58,24.072362872446355,71.72729019259364,58.11583771069091,1
Plant_59,25.99379029421069,65.43600154594432,48.938419935028875,1
Plant_60,27.926635381367078,56.29385667913894,47.90384867051316,1
Plant_61,23.56247728646413,67.71698710648344,57.763469432519585,1
Plant_62,24.44302307000855,31.514573793699245,42.93942317400905,1
Plant_63,21.680995077981915,71.48765700372104,50.856972748933345,1
Plant_64,21.411380127757987,42.60286221221901,43.451673706012556,1
Plant_65,27.437577467182592,56.37559058596868,48.980435240994424,1
Plant_66,29.06872008571247,48.803301053738565,36.25862013582627,1
Plant_67,24.783969635258998,47.053185242790946,8.417742625853563,1
Plant_68,28.010598693676073,71.6082678737852,42.985812567205436,1
Plant_69,26.084908075142902,55.32298798688109,66.3412220414991,1
Plant_70,23.06464073618463,63.46503881730716,58.893231033623884,1
Plant_71,26.084186816525243,59.53079421120816,59.48096226886756,1
Plant_72,29.614109699397908,64.77040827223121,63.54196082709326,0
Plant_73,24.892521882670145,60.768218910602556,46.32986386442156,1
Plant_74,29.693930967442018,47.1700777581143,47.959735611083936,1
Plant_75,17.140764687730766,69.9626681944714,35.73522156848475,1
Plant_76,27.465707513125672,55.06243416838687,40.25890715959425,1
Plant_77,25.261141204714512,44.434181013402494,54.23656724656712,0
Plant_78,24.102977948602398,55.718848390340874,63.05826655753224,1
Plant_79,25.275282329606508,75.00759790634311,42.90830586478501,0
Plant_80,19.037293256197323,68.50221742113493,38.24716102722883,1
Plant_81,24.340984336487463,56.51347865592141,45.00791938284896,1
Plant_82,26.07133771453524,56.50742295681571,54.01810123393672,1
Plant_83,29.433682134224547,56.783649487826175,23.342177757996872,1
Plant_84,23.44518934517906,80.76747983560841,10.557285702941428,1
Plant_85,22.574519191320437,63.819354522315535,36.74194725762625,1
Plant_86,23.49472886924639,64.3004164719107,26.68931361128762,1
Plant_87,27.746206353106224,70.30283454031843,37.37789703529034,1
Plant_88,25.986253328979053,62.387891590265134,42.78329521773793,0
Plant_89,23.410719388698883,57.40957854179297,38.2012738646548,1
Plant_90,26.539802299340067,58.03650150915022,66.78701301706118,1
Plant_91,25.291232648044122,59.283987405859364,49.9011714690348,1
Plant_92,27.90593497159867,59.627777634901584,49.507115394162426,1
Plant_93,22.893840718367944,67.2762954363698,54.333107160651025,1
Plant_94,24.017013560206696,60.519458858072994,27.917503233288464,1
Plant_95,23.823675540603528,67.3264007721558,60.58667681130403,1
Plant_96,20.609455155603644,59.19283419891418,43.863535701968104,1
Plant_97,25.88836083119373,60.786351903160906,55.05720925861819,0
Plant_98,25.783165816539668,40.01799315467892,28.92214150439767,1
Plant_99,25.015340369927383,69.16327674702481,21.693618509759034,1
Plant_100,24.29623859987456,63.46488475897993,57.26834487037543,1
Plant_101,20.753887773848756,69.98010109859652,50.64614289146275,1
Plant_102,23.738064031703924,31.037446218063106,31.469226684637345,1
Plant_103,23.971856450419693,80.88374704780728,31.955053780879584,0
Plant_104,22.593168192335142,58.604103718448265,61.88152176622154,1
Plant_105,24.516142865001974,71.08182816737516,27.15882160699008,1
Plant_106,26.212152570443614,49.60094072874469,69.64009429883944,1
Plant_107,30.65855770363159,66.12773905062569,31.49068898028197,1
Plant_108,25.523733438495515,49.46584436826344,54.57587888412574,1
Plant_109,25.772651172168292,53.76231039304195,40.07072286376523,1
Plant_110,24.7766622527015,79.14031353866787,54.047811466235146,1
Plant_111,19.243686354102877,58.09317599236653,36.838289968287114,1
Plant_112,24.920458373652348,62.17432873179723,42.558106408915584,0
Plant_113,25.18069062982308,68.70067730688754,45.61378763093582,1
Plant_114,32.389726337455855,64.95681887972604,29.96718816327791,1
Plant_115,24.422917105656634,61.504189051435766,56.11236518130189,1
Plant_116,25.904642027000836,63.64961002466225,37.30179650292622,0
Plant_117,24.89586469088427,84.03415585238275,41.571001269899725,1
Plant_118,21.493965887141403,59.42381202966415,30.084759380872317,1
Plant_119,28.42846844354506,62.010990467149675,6.5649951180703425,1
Plant_120,27.255799098060322,70.50654396007612,42.13458356099746,1
Plant_121,27.373095841129143,71.05525932957984,81.18923132419374,1
Plant_122,22.271837635615782,71.8703030556038,56.769064318470356,1
Plant_123,29.2083829328083,66.38730222029184,44.71109430398408,1
Plant_124,20.794446811623157,48.569950872695166,41.05663756187599,1
Plant_125,26.76057128140081,76.33431532301096,45.33698839218069,1
Plant_126,31.571366877429938,48.53654606981312,53.20678672762815,1
Plant_127,22.028391024607934,63.02635465239033,27.287807770367326,1
Plant_128,23.301106811191683,52.45724149980642,61.71482542003308,1
Plant_129,25.298954095262925,59.35861653407007,55.73071973161866,1
Plant_130,23.489573037651404,63.2876241030348,55.772785885619015,0
Plant_131,20.3480097068016,63.21357215450273,51.57713608214591,1
Plant_132,25.205688924418084,64.21920754235285,45.294249865409846,1
Plant_133,21.813088858821686,76.13711269058646,55.0929185395023,1
Plant_134,26.420777291905544,64.5353430151398,53.87721200612067,1
Plant_135,22.241727297298592,57.558433647093516,39.68938933588464,1
Plant_136,29.649803215052618,69.64087168288357,36.39597340654649,0
Plant_137,22.65024012299129,71.89470488924641,46.527844428929804,1
Plant_138,24.033815451382974,47.72392184863008,68.23530227242782,1
Plant_139,27.440551652109008,65.97400069849859,26.413393865191487,1
Plant_140,21.307407050698135,67.01172742310898,22.9871210137134,1
Plant_141,25.68237980381239,57.02436496640008,47.47141261854775,1
Plant_142,28.921428262847286,73.75706813311619,45.76331552784027,1
Plant_143,20.17755029631632,58.499444129674735,47.60012496555612,1
Plant_144,25.553901575596914,61.255764534715425,48.659297968627506,1
Plant_145,25.779648382745272,58.2692817571613,41.65196618047792,1
Plant_146,27.34546861533193,60.155790475814676,67.34795157903123,1
Plant_147,21.289147867365756,49.037249131047986,20.986440322852268,1
Plant_148,21.03863016074717,45.59949117405706,32.57254462829631,1
Plant_149,26.565824696850694,75.94505063224972,43.45117859776429,0
Plant_150,25.890954019699556,51.53038651681672,20.352167832687492,1
Plant_151,25.75147855103763,50.08607650543693,42.362183933518935,1
Plant_152,26.039344628490927,38.466098863962856,69.92205248592028,1
Plant_153,22.959925835264528,53.610382523104974,45.313297324439425,1
Plant_154,25.696761091483012,46.76910206592502,48.460513585780255,1
Plant_155,25.879217419896044,76.4201516013637,26.097528522411295,1
Plant_156,22.856945745920896,70.09817089342634,35.75457887940784,1
Plant_157,30.59732353343427,53.118496548222765,39.37205429514094,1
Plant_158,26.42149876273536,82.52435805344308,40.23427354865649,1
Plant_159,21.426089508392053,69.81765486991594,64.22465692505654,1
Plant_160,26.96966082590149,56.75168616491378,53.36536591087687,0
Plant_161,22.075954989318035,35.005942851264265,28.32813064594452,1
Plant_162,27.361253811227357,82.90942572590743,48.697571676480074,1
Plant_163,28.47578673702221,46.10427533236404,52.47332622745178,0
Plant_164,22.537953044944867,43.546012530431085,62.102235577819,0
Plant_165,27.890128387732965,70.2257043200964,68.70811029852561,1
Plant_166,26.238342780809496,84.39752406339272,29.773587122581972,1
Plant_167,27.46618047998347,73.84272818510519,32.83713733184493,1
Plant_168,30.690378947961843,65.6390912005236,26.136332116280755,1
Plant_169,24.26383565199139,65.94754341665286,41.48970211339528,1
Plant_170,22.73879150692753,68.53415558780307,51.995375616695014,1
Plant_171,22.33145671112343,67.58928589786765,59.81001774883653,1
Plant_172,22.552569145103686,62.811914239693756,43.86073464536216,1
Plant_173,24.76869487175769,61.04201103951876,40.202287151177345,1
Plant_174,26.02345592444993,59.374068721004775,47.27636988373111,0
Plant_175,25.830072397990058,52.46035411133324,32.472856475549655,1
Plant_176,27.481549747108073,57.19324923133226,76.3430808254216,1
Plant_177,25.03900567563372,43.07043185804615,20.88508459322912,1
Plant_178,29.36060223147195,59.0166037320525,47.77110868343587,0
Plant_179,24.20602950028613,50.11408892849083,75.35409328844459,1
Plant_180,33.160507499768855,48.964106827842286,45.10199766839997,1
Plant_181,26.87700204329502,61.798941511534785,42.14941447497758,1
Plant_182,22.42852733075115,73.920022863446,39.63831865784359,1
Plant_183,21.78732250581666,69.18316606002313,42.29412477356388,0
Plant_184,26.447417245729557,44.29499396376823,65.59272712014796,1
Plant_185,24.329611644022446,50.10371863429663,11.822071330057398,1
Plant_186,27.142001482276275,69.40771187988216,68.00150551944489,1
Plant_187,26.419712873720634,50.175126064616904,23.640642713247825,1
Plant_188,24.78151326202938,57.753668500029754,41.00021506148378,1
Plant_189,22.459618845794786,65.50052099024552,38.56133369552008,1
Plant_190,20.455458325942406,50.31655545136365,53.828299046560794,1
Plant_191,23.660455143798938,61.0537550614596,21.028134721743786,1
Plant_192,27.569196382970418,46.65974505081795,51.93258999122914,0
Plant_193,25.642281232390612,53.98632356048786,75.36464434930278,1
Plant_194,21.262783663864035,63.19781934142537,24.552389931107843,1
Plant_195,25.519542777553546,44.070062664683306,47.84559251415593,0
Plant_196,26.15595213918651,64.40474737960399,35.070267333050865,1
Plant_197,22.3484276913966,59.803622010733186,51.388308092895535,0
Plant_198,25.461175317836584,65.52489954417148,45.28721666123628,1
Plant_199,25.174626155338,62.23914134064661,35.37769636433536,1
Plant_200,21.571089106508133,73.64140429973844,52.31808427306611,1
Plant_201,26.07336208104485,61.25224502647907,72.06522164680115,1
Plant_202,26.682353579104703,55.70594458874747,42.13644312409052,0
Plant_203,28.24915372952583,61.222975030322836,55.79636913222273,1
Plant_204,28.16140615610471,65.43298029036387,25.600905631932545,1
Plant_205,20.866991896128727,60.48860070325704,30.65345434772987,0
Plant_206,22.18652488025463,60.405916912038826,52.08609416820566,1
Plant_207,26.54510580162598,52.980083121932445,67.26174042803947,1
Plant_208,26.541357852736628,53.37099082449052,50.3342002317849,1
Plant_209,26.545143058918143,45.97394728200307,40.30412954215269,1
Plant_210,36.558194471964164,77.4957674318694,44.98937108135031,1
Plant_211,26.7126715320795,47.56136764608715,26.243883990454236,1
Plant_212,28.406696920541798,53.07094802204092,54.0677298953305,1
Plant_213,27.86200529047961,52.81592734430802,58.234995934851135,1
Plant_214,26.954173753917395,68.94924376944441,38.218645007503795,0
Plant_215,24.054192266078964,57.05050321707972,37.94936778360748,1
Plant_216,27.276907661479804,72.47742072673734,48.98817344478073,0
Plant_217,22.681524356387285,53.26509375756132,38.44920395939107,1
Plant_218,24.289544179779973,62.78994162223802,44.008010780612665,0
Plant_219,23.54390935651269,51.64652946740243,76.49582683749773,1
Plant_220,25.245622418158966,81.45149127773388,41.29461448881005,1
Plant_221,31.943975700020527,48.12401580970487,39.62489771968167,1
Plant_222,19.398204422224758,63.09820710227027,35.286872915472614,1
Plant_223,27.058780571123542,66.33776880932099,56.16287957249905,1
Plant_224,20.161852386431043,64.13799097451498,42.28163740172845,1
Plant_225,23.5842044026317,58.147123411222914,35.25940442517861,1
Plant_226,28.2668517909021,58.70179300266574,64.81956048409518,1
Plant_227,25.19284005728639,60.438114719791095,66.29404506770456,0
Plant_228,21.76676566621208,58.529979983715116,35.99364651391942,1
Plant_229,22.854088872220096,69.6387911679491,17.001900729590755,1
Plant_230,27.038793246804026,82.10523001591352,60.11270534755383,1
Plant_231,22.80890010484859,54.425082149921664,34.73055261359994,1
Plant_232,25.649375768745923,46.301970204209226,56.85938398744153,1
Plant_233,25.13671551971144,59.117179516487454,15.448442734322466,1
Plant_234,23.04519895718255,85.79709337654319,58.38896007448964,0
Plant_235,31.431832267975977,51.963254320302696,26.83242106078828,1
Plant_236,26.901757066954033,76.39116805444067,55.96146178599787,1
Plant_237,18.924572240027178,76.77700814076441,45.21409601754651,1
Plant_238,25.559362944308283,54.46411758292005,30.690908709050326,1
Plant_239,23.014640605694836,65.68983079185276,38.894455306098294,1
Plant_240,27.557300004388672,76.28396623128538,55.294776854350516,1
Plant_241,22.622437784701898,56.20872259012513,46.58841679672852,1
Plant_242,24.655790675599302,57.964196398976384,53.766194707087266,1
Plant_243,26.51496183694137,54.18319086051356,74.64660876773229,1
Plant_244,27.597265582510364,49.852432693071336,21.53637582433423,1
Plant_245,21.39911077883267,53.50722454933993,69.25818862452937,1
Plant_246,23.996496292477154,47.760597332377436,46.565339062848196,1
Plant_247,23.575164066517132,60.34083468259226,31.51823927515308,1
Plant_248,23.040012302278864,52.30026768941358,25.04529561391515,1
Plant_249,30.29636272084329,62.33785911790748,42.163194138344494,0
Plant_250,26.214945132882868,44.44104353796373,58.82475167886689,1
Plant_251,21.217348136994865,63.30880232214457,43.08676319433699,1
Plant_252,27.753585841164327,68.33528961608924,67.66732395371021,1
Plant_253,31.3664685910379,40.062643574285445,23.232364649226618,1
Plant_254,28.09739578165344,63.74056569847572,44.81866578230918,1
Plant_255,20.44189010213796,72.27668992473292,26.214098333803214,1
Plant_256,23.547297781401245,47.90358981308795,50.45447823937452,0
Plant_257,28.800733447559868,76.72572386837703,58.30331085145951,1
Plant_258,22.876991603143658,64.19019009366045,38.6885730947842,0
Plant_259,26.331458284438686,52.949881442415915,5.936792150592986,0
Plant_260,27.32390216028801,59.44230922342294,47.98422220194742,1
Plant_261,22.21920858526575,65.58326912521723,51.55107827600264,1
Plant_262,24.8214239318146,60.760053914124114,51.06442132442547,1
Plant_263,15.276197979792782,65.38755992446369,63.53673287733231,1
Plant_264,21.92683707599713,50.79326406920634,28.934194805264266,1
Plant_265,24.242295545820518,61.69360824036078,55.20324158175674,1
Plant_266,21.25665045410545,45.8628550309502,62.88761268716962,1
Plant_267,29.897233911794906,58.887739386513,18.321186239902246,1
Plant_268,20.7095758661181,50.960923585352106,49.79477738878466,1
Plant_269,23.67986653990905,52.64470057410233,37.43730253488493,1
Plant_270,25.392221731858275,72.36093175210438,43.77715990347531,1
Plant_271,29.323819867198345,70.9131012059427,50.215147253075045,1
Plant_272,20.69241354646168,66.09138120907177,37.691571538296714,1
Plant_273,28.48949125646488,49.07687235327421,34.86437881257582,1
Plant_274,25.03069918305876,56.83591550305198,45.512286262320366,0
Plant_275,22.055474046856148,72.13097699979184,28.69131091705796,1
Plant_276,26.386310422789812,61.417169136399046,28.71262306672222,1
Plant_277,25.59717908672041,83.19329539981695,55.19059924434755,1
Plant_278,23.199349368523617,63.93317839394372,27.768089472620158,1
Plant_279,25.209406254970055,61.92049116490031,54.994687513638176,0
Plant_280,23.84405920941472,56.908835357974986,51.938869392809266,1
Plant_281,25.340552035753745,61.33540904782282,19.11289906814105,1
Plant_282,26.98639202356314,58.47530163619456,34.83653021496517,1
Plant_283,29.758050448436055,67.0810867668859,62.91164104571059,1
Plant_284,21.286553503519453,69.56702316794585,30.282517032904778,1
Plant_285,31.3991001239688,52.140105394920504,38.033936065359185,1
Plant_286,19.143736601432494,46.68767046442222,51.93091339877844,1
Plant_287,24.54464471489325,41.637946268967035,56.75085763923893,0
Plant_288,26.76495161945373,65.07991326912544,41.22691670933256,1
Plant_289,25.842975603205097,48.966333938261265,36.03734707962538,1
Plant_290,23.13190144053822,38.471094070475175,66.33554792547761,1
Plant_291,24.375633248928175,63.885786045309644,71.08349495696368,1
Plant_292,23.5209971960235,84.9299951743279,59.68287076172693,1
Plant_293,23.231905729167366,59.939290884601064,46.27977213847536,1
Plant_294,27.548806291063073,68.38490774451643,32.8760141753861,1
Plant_295,26.071046457895143,60.81829358547565,32.54333390165152,0
Plant_296,22.921271214218038,59.01110346808857,52.837711578986365,1
Plant_297,27.698799626299753,69.19076482987768,51.275973313330255,1
Plant_298,25.921898562629828,57.097254558113484,66.02397889419645,0
Plant_299,27.43858635651688,62.673923140719026,54.75675138804209,1
Plant_300,26.888886525770836,63.216978061960134,22.45379547360273,1
Plant_301,22.513014967233783,53.31909546356951,60.77921426584378,1
Plant_302,23.319456879409092,69.92042349536523,30.029090590283808,0
Plant_303,27.241880815369786,58.25040243304591,39.24043092071473,1
Plant_304,26.831110796300393,52.442548405071555,48.75300309377542,1
Plant_305,24.937295218107554,65.36509843570404,74.93501234675946,0
